scenario,base_controller,seed,mode,completed,entry_cycle,completion_cycle,emergency_travel_time_s,free_flow_time_s,emergency_delay_s,signal_stops,priority_intersections,wait_I1_s,wait_I2_s,wait_I3_s,wait_I6_s,pre_total_waiting_time,pre_waiting_per_admitted,pre_average_queue_length,pre_max_queue_length,pre_throughput_per_hour,pre_vehicles_entered,pre_vehicles_rejected,pre_vehicles_exited,pre_total_blocked,pre_final_queue_total,during_total_waiting_time,during_waiting_per_admitted,during_average_queue_length,during_max_queue_length,during_throughput_per_hour,during_vehicles_entered,during_vehicles_rejected,during_vehicles_exited,during_total_blocked,during_final_queue_total,post_total_waiting_time,post_waiting_per_admitted,post_average_queue_length,post_max_queue_length,post_throughput_per_hour,post_vehicles_entered,post_vehicles_rejected,post_vehicles_exited,post_total_blocked,post_final_queue_total,total_total_waiting_time,total_waiting_per_admitted,total_average_queue_length,total_max_queue_length,total_throughput_per_hour,total_vehicles_entered,total_vehicles_rejected,total_vehicles_exited,total_total_blocked,total_final_queue_total
balanced_medium,adaptive,0,A_no_override,True,40,44,242.0,90.0,152.0,4,0,54.655688793478475,30.0,30.0,37.344311206521525,92948.41521525341,76.0408749844788,6.45475105661482,19.377406104497368,7257.674842613828,1222.348049443483,0.0,1209.6124737689713,0.0,13.76540987135016,47585.634819614716,78.2450952973132,6.609115947168711,19.100836201100925,7357.969166290882,608.1612481753693,0.0,613.1640971909068,0.0,3.1161301576027753,407653.15288100054,75.84554289655625,6.290943717299391,19.721806114638845,7152.894679360096,5374.780604273451,0.0,5364.671009520072,0.0,11.47693722845225,548187.2029158686,76.08121399416558,6.344759293007739,19.721806114638845,7187.44758047995,7205.289901892303,0.0,7187.44758047995,0.0,11.47693722845225
balanced_medium,adaptive,0,B_corridor,True,40,43,202.0,90.0,112.0,4,4,34.655688793478475,30.0,30.0,17.344311206521525,92948.41521525341,76.0408749844788,6.45475105661482,19.377406104497368,7257.674842613828,1222.348049443483,0.0,1209.6124737689713,0.0,13.76540987135016,49880.45937598638,82.01847704969661,6.927841579998108,20.13502511177953,7291.993204382356,608.1612481753693,0.0,607.6661003651964,0.0,17.74440741375185,407990.97833368817,75.90839670912285,6.296157073050743,19.721806114638845,7160.225341794377,5374.780604273451,0.0,5370.169006345783,0.0,11.47693722845225,550819.852924928,76.44659138284885,6.375229779223703,20.13502511177953,7187.44758047995,7205.289901892303,0.0,7187.44758047995,0.0,11.47693722845225
balanced_medium,adaptive,1,A_no_override,True,40,44,242.0,90.0,152.0,4,0,87.61027321397296,24.38972678602704,30.0,10.0,89142.59420835474,74.5235895786616,6.190457931135746,18.10110721411944,7147.759137298601,1196.1661362844366,0.0,1191.2931895497668,0.0,15.336794787628808,46352.14620048635,77.02445178950907,6.437798083400882,18.15505037573719,7096.084454901791,601.784824475695,0.0,591.3403712418159,0.0,20.347202852582605,409386.77285097213,76.5206290154939,6.3176971118977185,19.859195273010943,7144.013992660731,5350.018395275861,0.0,5358.010494495548,0.0,11.673604563894676,544881.5132598132,76.22885411500769,6.306498996062652,19.859195273010943,7140.644055287131,7147.969356035993,0.0,7140.644055287131,0.0,11.673604563894676
balanced_medium,adaptive,1,B_corridor,True,40,42,142.0,90.0,52.0,3,4,27.61027321397296,4.38972678602704,0.0,20.0,89142.59420835474,74.5235895786616,6.190457931135746,18.10110721411944,7147.759137298601,1196.1661362844366,0.0,1191.2931895497668,0.0,15.336794787628808,47208.550907925455,78.44755963903859,6.556743181656313,18.15505037573719,7167.032206705076,601.784824475695,0.0,597.2526838920896,0.0,8.118885296311534,409522.34228815284,76.54596901008166,6.319789232841865,19.83116465253671,7136.130909127033,5350.018395275861,0.0,5352.098181845275,0.0,11.673604563894676,545873.487404433,76.36763117114911,6.317980178292048,19.83116465253671,7140.644055287131,7147.969356035993,0.0,7140.644055287131,0.0,11.673604563894676
balanced_medium,adaptive,2,A_no_override,True,40,43,209.14334248736486,90.0,119.14334248736486,3,0,59.14334248736486,30.0,30.0,0.0,90110.49579383607,74.42427902640924,6.257673319016394,18.772243319410883,7183.194916649116,1210.7674669157443,0.0,1197.1991527748526,0.0,15.116946024350511,37368.17310170144,75.68855173024923,6.487530052378722,19.063842808171334,7217.774495656324,493.70971233377554,0.0,481.18496637708824,0.0,11.675255939246808,418942.84229544114,77.07494884641467,6.324620203735525,19.69432448072834,7121.577980496697,5435.5254017781845,0.0,5459.876451714134,0.0,6.709527051559615,546421.5111909786,76.52959575153665,6.324323046191882,19.69432448072834,7138.260570866075,7140.002581027705,0.0,7138.260570866075,0.0,6.709527051559615
balanced_medium,adaptive,2,B_corridor,True,40,42,140.825319354572,90.0,50.825319354572,4,4,29.143342487364862,2.856657512635138,2.071497306542824,16.75382204802918,90110.49579383607,74.42427902640924,6.257673319016394,18.772243319410883,7183.194916649116,1210.7674669157443,0.0,1197.1991527748526,0.0,15.116946024350511,38466.68092858087,77.91355925883676,6.6782432167675125,19.063842808171334,7228.932364910333,493.70971233377554,0.0,481.9288243273555,0.0,15.129692053741001,418724.59503239114,77.03479683774619,6.321325408097692,19.69432448072834,7120.6077309963475,5435.5254017781845,0.0,5459.132593763867,0.0,6.709527051559615,547301.771754808,76.6528815002237,6.33451124716213,19.69432448072834,7138.260570866075,7140.002581027705,0.0,7138.260570866075,0.0,6.709527051559615
balanced_medium,adaptive,3,A_no_override,True,40,45,302.0,90.0,212.0,4,0,51.580846621118326,60.419153378881674,40.0,60.0,89225.22919929541,74.87072553276599,6.196196472173293,17.70134626480115,7053.403011620669,1191.7238488659684,0.0,1175.5671686034448,0.0,10.952963236749776,53989.13041884873,77.32372289861235,6.24874194662601,18.083620473897415,7081.106932802941,698.2220771966687,0.0,708.1106932802941,0.0,10.630551394799898,410526.1483697399,77.30662651678848,6.4792637053304905,19.57323862701657,7243.226481319378,5310.361696879723,0.0,5311.69941963421,0.0,7.913303986001697,553740.507987884,76.9051180846078,6.409033657267176,19.57323862701657,7195.377281517949,7200.3076229423605,0.0,7195.377281517949,0.0,7.913303986001697
balanced_medium,adaptive,3,B_corridor,True,40,42,140.47830151836342,90.0,50.47830151836342,4,4,21.580846621118326,10.419153378881674,6.167240947794653,12.31106057056877,89225.22919929541,74.87072553276599,6.196196472173293,17.70134626480115,7053.403011620669,1191.7238488659684,0.0,1175.5671686034448,0.0,10.952963236749776,54312.1489177426,77.78635292628316,6.286128346960949,22.334737402140124,7125.800666675193,698.2220771966687,0.0,712.5800666675193,0.0,9.014524610637977,410561.0943269943,77.31320722809389,6.479815251373016,19.57323862701657,7237.1318812458885,5310.361696879723,0.0,5307.230046246985,0.0,7.913303986001697,554098.4724440323,76.95483324608338,6.413176764398522,22.334737402140124,7195.377281517949,7200.3076229423605,0.0,7195.377281517949,0.0,7.913303986001697
balanced_medium,adaptive,4,A_no_override,True,40,44,247.87625853388727,90.0,157.87625853388727,4,0,49.809749281111635,30.0,40.0,38.06650925277563,90927.47941027957,75.49751491096599,6.314408292380525,18.639407152204747,7034.073286316865,1204.3771178099053,0.0,1172.3455477194775,0.0,20.179804853825974,48877.103041267,77.99581466323714,6.788486533509306,18.95396061677301,7577.677388887695,626.6631517640258,0.0,631.4731157406412,0.0,7.995809383856026,420045.8445194366,77.09348290223566,6.482188958633281,19.617426400623483,7290.345507154757,5448.525980491868,0.0,5467.759130366067,0.0,8.398807392238476,559850.4269709832,76.90711338274073,6.479750312164157,19.617426400623483,7271.577793826186,7279.566250065799,0.0,7271.577793826186,0.0,8.398807392238476
balanced_medium,adaptive,4,B_corridor,True,40,42,142.0,90.0,52.0,3,4,29.809749281111635,2.1902507188883646,0.0,20.0,90927.47941027957,75.49751491096599,6.314408292380525,18.639407152204747,7034.073286316865,1204.3771178099053,0.0,1172.3455477194775,0.0,20.179804853825974,50296.48801045983,80.26080338197276,6.985623334786087,21.69096466997432,7557.385812848003,626.6631517640258,0.0,629.7821510706669,0.0,7.995809383856026,420096.57345953584,77.10279348280018,6.482971812647158,19.617426400623483,7292.600126714722,5448.525980491868,0.0,5469.450095036042,0.0,8.398807392238476,561320.5408802752,77.10906413897963,6.49676551944763,21.69096466997432,7271.577793826186,7279.566250065799,0.0,7271.577793826186,0.0,8.398807392238476
balanced_medium,qubo_receding,0,A_no_override,True,40,43,207.65847191660305,90.0,117.65847191660305,3,0,57.65847191660305,30.0,30.0,0.0,87589.26282127862,71.65656529754902,6.082587695922126,14.954987800428032,7304.4115587863525,1222.348049443483,0.0,1217.401926464392,0.0,0.0,35672.06934800325,72.38265137899371,6.193067595139453,14.665035986465558,7391.531433677204,492.82623209289756,0.0,492.76876224514695,0.0,0.0,395013.24993592047,71.94989636854167,5.963364280433582,14.995891197681933,7156.147616541276,5490.115620355922,0.0,5486.379839348312,0.0,0.0,518274.58210520237,71.92973345445678,5.998548403995398,14.995891197681933,7196.550528057851,7205.289901892303,0.0,7196.550528057851,0.0,0.0
balanced_medium,qubo_receding,0,B_corridor,True,40,42,142.0,90.0,52.0,3,4,27.658471916603048,4.341528083396952,0.0,20.0,87589.26282127862,71.65656529754902,6.082587695922126,14.954987800428032,7304.4115587863525,1222.348049443483,0.0,1217.401926464392,0.0,0.0,36765.29382013618,74.60092711381066,6.38286351044031,17.384754774427947,7355.760112060786,492.82623209289756,0.0,490.38400747071904,0.0,0.0,395163.9430567287,71.9773444463653,5.965639236967522,14.995891197681933,7159.258166247052,5490.115620355922,0.0,5488.76459412274,0.0,0.0,519518.4996981435,72.10237294709044,6.012945598358143,17.384754774427947,7196.550528057851,7205.289901892303,0.0,7196.550528057851,0.0,0.0
balanced_medium,qubo_receding,1,A_no_override,True,40,43,207.61027321397296,90.0,117.61027321397296,3,0,57.61027321397296,30.0,30.0,0.0,86323.15322452641,72.16652487142439,5.99466341836989,14.908214517748865,7227.14697771224,1196.1661362844366,0.0,1204.5244962853733,0.0,0.0,34105.037632354135,72.14558186665205,5.921013477839259,14.872178256277362,7150.464281769324,472.72524179500107,0.0,476.69761878462157,0.0,0.0,393196.3520648931,71.76323345767337,5.93593526668015,14.988512358785085,7136.6136046334805,5479.077977956555,0.0,5471.4037635523355,0.0,0.0,513624.5429217737,71.85600795672849,5.944728506039048,14.988512358785085,7152.62587862233,7147.969356035993,0.0,7152.62587862233,0.0,0.0
balanced_medium,qubo_receding,1,B_corridor,True,40,42,142.0,90.0,52.0,3,4,27.61027321397296,4.38972678602704,0.0,20.0,86323.15322452641,72.16652487142439,5.99466341836989,14.908214517748865,7227.14697771224,1196.1661362844366,0.0,1204.5244962853733,0.0,0.0,35319.1509392783,74.7139095115098,6.131797038069148,20.496078049119966,7092.938173911172,472.72524179500107,0.0,472.8625449274115,0.0,0.8772731724352099,393356.2103571164,71.79240958783001,5.938348586309124,15.0,7141.615874882015,5479.077977956555,0.0,5475.238837409545,0.0,0.0,514998.5145209211,72.04822640797117,5.9606309551032535,20.496078049119966,7152.62587862233,7147.969356035993,0.0,7152.62587862233,0.0,0.0
balanced_medium,qubo_receding,2,A_no_override,True,40,43,209.14334248736486,90.0,119.14334248736486,3,0,59.14334248736486,30.0,30.0,0.0,86846.84054048013,71.72875297162547,6.031030593088898,14.970825495610992,7223.669221643613,1210.7674669157443,0.0,1203.9448702739355,0.0,0.0,35071.704662596094,71.03709687381165,6.088837615034044,14.770978374351081,7263.853845079392,493.70971233377554,0.0,484.2569230052928,0.0,0.0,392432.5636802207,72.19772417066432,5.924404644930868,14.97325629672579,7115.566458364904,5435.5254017781845,0.0,5455.26761807976,0.0,0.0,514351.10888329695,72.03794439094771,5.953137834297419,14.97325629672579,7143.469411358988,7140.002581027705,0.0,7143.469411358988,0.0,0.0
