scenario,seed,controller,cycles,vehicles_entered,vehicles_rejected,vehicles_exited,throughput_per_hour,total_waiting_time,average_queue_length,max_queue_length,final_queue_total,total_blocked,demand_generated,vehicles_served,in_transit_final,share_NS20/EW40,share_NS30/EW30,share_NS40/EW20,plan_switches,plan_switch_rate
ew_heavy,3,fixed,120,11602.60396751867,1337.8566750618554,11345.626879225438,5672.813439612719,1584818.9432344919,9.171405921495902,40.0,100.0,0.0,12940.460642580525,29986.436024839724,156.97708829323182,0.0,1.0,0.0,0,0.0
ew_heavy,3,adaptive,120,12909.569025949986,30.891616630537385,12621.201682690753,6310.6008413453765,1662086.41275426,9.61855562936493,40.0,101.39025496600149,0.0,12940.460642580525,33898.16043523567,186.97708829323182,0.6375,0.28055555555555556,0.08194444444444444,493,0.6904761904761905
ew_heavy,3,adaptive_dwell2,120,11810.159091258593,1130.3015513219311,11479.994187363098,5739.997093681549,1995257.2031713924,11.54662733316778,40.0,173.18781560226387,16.315547700108795,12940.460642580525,30489.537949252706,156.97708829323182,0.4986111111111111,0.09305555555555556,0.4083333333333333,340,0.47619047619047616
ew_heavy,4,fixed,120,11639.998806349327,1364.7155953277033,11384.395415169884,5692.197707584942,1592383.4314635145,9.215181895043486,40.0,99.04204464624566,0.0,13004.71440167703,30063.632489451506,156.5613465331985,0.0,1.0,0.0,0,0.0
ew_heavy,4,adaptive,120,12958.536092093243,46.17830958378596,12695.43044287325,6347.715221436625,1622796.8640572485,9.391185555886855,40.0,96.54430268679623,0.0,13004.71440167703,34052.10621053103,166.5613465331985,0.6305555555555555,0.30833333333333335,0.06111111111111111,512,0.7170868347338936
ew_heavy,4,adaptive_dwell2,120,11969.862812575784,1034.851589101246,11659.395415169884,5829.697707584942,2082342.0691032573,12.050590677680887,40.0,148.90605087270325,115.0,13004.71440167703,30973.632489451506,161.5613465331985,0.5,0.17222222222222222,0.3277777777777778,342,0.4789915966386555
time_varying,0,fixed,120,13768.050254767695,655.406199989994,13592.008335255921,6796.004167627961,1437987.9904897744,8.321689759778787,40.0,0.0,0.0,14423.456454757688,32826.70182553062,176.04191951177378,0.0,1.0,0.0,0,0.0
time_varying,0,adaptive,120,14416.947567002459,6.508887755229765,14228.338724858782,7114.169362429391,1342446.229688793,7.768786051439774,40.0,13.309745282763112,0.0,14423.456454757688,34337.16488508579,175.29909686091315,0.38055555555555554,0.21388888888888888,0.40555555555555556,581,0.8137254901960784
time_varying,0,adaptive_dwell2,120,14267.845300903675,155.61115385401416,14037.550629524876,7018.775314762438,1566239.6253818416,9.063886720959731,40.0,51.522741544917515,0.0,14423.456454757688,33853.96296478586,178.77192983388153,0.37083333333333335,0.19583333333333333,0.43333333333333335,322,0.45098039215686275
time_varying,1,fixed,120,13670.63984589471,650.1653225762286,13509.11607136895,6754.558035684475,1410355.553289432,8.161779822276806,40.0,0.0,0.0,14320.805168470939,32558.906852634766,161.52377452576022,0.0,1.0,0.0,0,0.0
time_varying,1,adaptive,120,14308.965946168933,11.83922230200396,14137.06629437955,7068.533147189775,1328276.9226247126,7.686787746670791,40.0,10.262299100549292,0.0,14320.805168470939,34037.948125597344,161.6373526888348,0.35555555555555557,0.24722222222222223,0.3972222222222222,544,0.7619047619047619
time_varying,1,adaptive_dwell2,120,14157.328623941721,163.47654452921756,13960.966207983536,6980.483103991768,1541877.8361283343,8.922904144261194,40.0,40.88313378097251,0.0,14320.805168470939,33545.23325392552,155.47928217721207,0.3458333333333333,0.20555555555555555,0.4486111111111111,319,0.44677871148459386
time_varying,2,fixed,120,13685.362702726363,648.0461103772221,13518.039724100023,6759.019862050011,1410971.8304651026,8.165346241117492,40.0,0.0,0.0,14333.408813103584,32650.31675436745,167.32297862633868,0.0,1.0,0.0,0,0.0
time_varying,2,adaptive,120,14314.011786486153,19.39702661743098,14135.667477002136,7067.833738501068,1320416.0232552732,7.641296430875424,40.0,4.801332752240908,0.0,14333.408813103584,34098.687798089864,173.54297673177712,0.33055555555555555,0.2833333333333333,0.3861111111111111,516,0.7226890756302521
time_varying,2,adaptive_dwell2,120,14123.953093026163,209.4557200774227,13929.808219507855,6964.9041097539275,1609880.9733190245,9.31644081781843,40.0,25.743526204880347,0.0,14333.408813103584,33541.888777711036,168.40134731342576,0.35833333333333334,0.17083333333333334,0.4708333333333333,326,0.4565826330532213
time_varying,3,fixed,120,13710.564859021451,665.5377893556448,13539.236396186125,6769.618198093062,1424415.2326240744,8.243143707315246,40.0,0.0,0.0,14376.102648377095,32702.994152598778,171.32846283532544,0.0,1.0,0.0,0,0.0
time_varying,3,adaptive,120,14375.67007893865,0.43256943844518503,14194.693523550277,7097.3467617751385,1332081.8743867227,7.708807143441682,40.0,7.7461021869925855,0.0,14376.102648377095,34277.528694879176,173.23045320138047,0.37083333333333335,0.24305555555555555,0.3861111111111111,571,0.7997198879551821
time_varying,3,adaptive_dwell2,120,14154.743208153552,221.35944022354315,13944.372337324292,6972.186168662146,1633419.2585308729,9.452657746127736,40.0,48.56159450629252,0.0,14376.102648377095,33575.28174293735,161.80927632296874,0.3736111111111111,0.14166666666666666,0.4847222222222222,323,0.4523809523809524
time_varying,4,fixed,120,13800.822133999021,639.876702166738,13632.025012622367,6816.012506311184,1427974.8395305527,8.263743284320329,40.0,0.0,0.0,14440.698836165759,32889.53397526164,168.79712137665376,0.0,1.0,0.0,0,0.0
time_varying,4,adaptive,120,14423.813914782744,16.884921383014444,14254.317249653732,7127.158624826866,1335703.9894603353,7.729768457525089,40.0,9.141228304002327,0.0,14440.698836165759,34380.14797912466,160.35543682500992,0.36944444444444446,0.24583333333333332,0.38472222222222224,574,0.803921568627451
time_varying,4,adaptive_dwell2,120,14278.479352252087,162.21948391367175,14078.47498599654,7039.23749299827,1552299.3302375553,8.98321371665252,40.0,19.591157667137914,0.0,14440.698836165759,33928.552043409254,180.41320858841055,0.3736111111111111,0.19305555555555556,0.43333333333333335,336,0.47058823529411764
